id,title,author,description,genres,coverUrl
pM-dzQEACAAJ,Party Hard,David Petrie,"The game of their dreams. A flip of a switch. Nightmare mode. For lifelong friends Max and Kira, Carpe Noctem has become a second home. Max spends his time as a gunslinging Fury, able to deal massive damage in a short amount of time, while his teammate Kira the Breath Mage watches his back and keeps his health topped off. Together, they form a formidable combo. A literal dream team, because before the game hit the market, the average person lost a third of their life sleeping. Now sleep is only seen as the doorway into the game. Unfortunately, dreams don't last forever. After being fired, one of Noctem's creators sets into motion a plan to bring the system crashing down, and send the real world into economic ruin. To stop the collapse, Max and Kira have to gather their most trusted friends and embark on a quest that will test their absolute limits. If they want to save the world they love, they'll have to push their Party Hard to make it through the nightmares that await them.",,https://books.google.com/books/content?id=pM-dzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
5zhbMQAACAAJ,Lilith (1895). by George MacDonald,George MacDonald,"Lilith is a fantasy novel written by Scottish writer George MacDonald and first published in 1895. Its importance was recognized in its later revival in paperback by Ballantine Books as the fifth volume of the celebrated Ballantine Adult Fantasy series in September 1969.Lilith is considered among the darkest of MacDonald's works, and among the most profound. It is a story concerning the nature of life, death, and salvation. In the story, MacDonald mentions a cosmic sleep that heals tortured souls, preceding the salvation of all. MacDonald was a Christian universalist, believing that all will eventually be saved. However, in this story, divine punishment is not taken lightly, and salvation is hard-won.Mr. Vane, the protagonist of Lilith, owns a library that seems to be haunted by the former librarian, who looks much like a raven from the brief glimpses he catches of the wraith. After finally encountering the supposed ghost, the mysterious Mr. Raven, Vane learns that Raven had known his father; indeed, Vane's father had visited the strange parallel universe from which Raven comes and goes and now resides therein. Vane follows Raven into the world through a mirror (this symbolistic realm is described as ""the region of the seven dimensions"", a term taken from Jacob Boehme). Inside the world, Vane learns of a house of beds where the dreamers sleep until the end of the world in death: a good death, in which life is found. Vane's grandfather refused to sleep there and is, instead, forced to do battle with skeletons in a haunted wood. After a treacherous journey through a valley (where the moon is the only thing to keep him safe), Mr. Vane meets the Little Ones, children who never grow up, remaining pure children or becoming selfish and getting bigger and dumber, turning into ""bags"" or bad giants. After conversing with Lona, the eldest of the children, Mr. Vane decides to help them, and sets off to gather more information, although the Raven (who is also Adam) has warned Mr. Vane that he needs to sleep along with the dreamers before he can really help them. While on his journey, he meets Lilith, Adam's first wife and the princess of Bulika. Vane, although nearly blinded by Lilith's beauty and charms, eventually leads the Little Ones in a battle against Bulika. Lona, Vane's love, turns out to be Lilith's daughter, and is killed by her own mother. Lilith, however, is captured and brought to Adam and Eve at the house of death, where they struggle to make her open her hand, fused shut, in which she holds the water the Little Ones need to grow. Only when she gives it up can Lilith join the sleepers in blissful dreams, free of sin. After a long struggle, Lilith bids Adam cut her hand from her body; it is done, Lilith sleeps, and Vane is sent to bury the hand; water flows from the hole and washes the land over. Vane is then allowed to join the Little Ones, already asleep, in their dreaming. He takes his bed, next to Lona's, and finds true life in death....",,
zRa6yAEACAAJ,Riders on the Storm,Rob Blackwell,"Dakota Territory, 1883: A land of violence, lawlessness-and vicious monsters. Jules Castle can outsmart, outgun, and outrun any bandit in the Old West. But are her legendary skills be enough to save her father? Three years ago, Jules' outlaw father vanished during a mysterious mission. Since then, she's kept up the family business, robbing banks and chasing clues to his whereabouts across the Territory. Unfortunately, his trail sets her right in the path of supernatural, hard-to-kill creatures known as Vipers, whose bite will transform anyone into one of their kind.Jules is determined to save her father, no matter the peril or cost. With the help of a bounty hunter and her adopted sister Miranda, she will have to pull off an impossible rescue. Hounded by former members of her father's gang, hunted by a U.S. Army posse, and pursued by Vipers, Jules' chances are slim. Can she beat the odds one last time?From Amazon bestselling author Rob Blackwell comes Riders on the Storm, a unique urban fantasy combining elements of a Western with the supernatural, suspense, and action. Find out why readers praise his novels for their unpredictable twists, jaw-dropping endings, and unforgettable characters.",,https://books.google.com/books/content?id=zRa6yAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
HbnpzgEACAAJ,Realm of Giants,Aelina Isaacs,"Novak. Zemer. Akar. Tzel. Vagabond Bard. I've had many names throughout my life, and I suppose they've all suited me well enough. Who knew Villain would be the name that I wear best? Months after the events in The Eternal Machine, Novak leads an Expedition into the long separated Realm of Giants, a land filled with dragons and dangerous secret societies who already have their eyes set on Iverbourne. Novak's mind is set on one thing, defying the course of Death, but as he meets new foes, finds family and himself, he begins to ask himself a vital question. Is defying Death worth the cost of humanity?",,https://books.google.com/books/content?id=HbnpzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
SL7yDvso7a0C,Fantasy and Reality in History,Peter Loewenberg,"In Fantasy and Reality in History, Peter Loewenberg brings what the discipline of psychoanalysis has learned about human conduct and the irrational to bear on the analysis and writing of history. The result is a remarkable series of studies on individual and social anxiety, racism and nationalism, and crisis management. First examining early twentieth century Zürich and the first practitioners of psychoanalysis--Freud, C.G. Jung, Karl Abraham, and others--to establish the discipline's understanding of the unconscious and how it functions, Loewenberg then explores the tensions in the lives and politics of modern political leaders. The great British Liberal Prime Minister Walther Rathenau, and the Russian fascist demagogue Vladimir Zhirinovsky are among those studied. In each of these interconnected essays, Fantasy and Reality in History makes readily evident the advantages, and unique insights, that psychoanalytical techniques can provide in the examination of history. Loewenberg's blend of clinical and historico-political methods not only produces new exciting research, but demonstrates how it is done.",History,https://books.google.com/books/content?id=SL7yDvso7a0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
1M0Y2RYqffIC,50 Short Science Fiction Tales,"Isaac Asimov, Groff Conklin","Stories of 300 to 3,000 words from Asimov, Clarke, Heinlein, Kornbluth, Leiber, Sturgeon, et al. which have been selected to surprise, shock, and delight.",Fiction,https://books.google.com/books/content?id=1M0Y2RYqffIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
nWYwEQAAQBAJ,Science Fiction: 101,Robert Silverberg,"The Grand Master details his development as a writer and shares thirteen favorite sci-fi stories from his youth and what they taught him about writing. Every writer must start somewhere. Robert Silverberg was once simply a young man learning the art and craft of writing before he found success. But how did he get from there to winning four Hugo Awards, three Locus Awards, and six Nebula Awards, as well as being named a Grand Master of science fiction? In Science Fiction 101, the prolific author looks back to his roots in the genre to answer that question. With thought-provoking essays, Silverberg details the inspiration, lessons, strategies, and skills he gained from thirteen groundbreaking science fiction stories from the 1940s, '50s, and '60s—all included in this volume. It's an entertaining and enlightening read, perfect for those interested in sci-fi history and the craft of writing. Featuring thirteen classic stories from Brian W. Aldiss, Alfred Bester, James Blish, Philip K. Dick, Damon Knight, Cyril M. Kornbluth, Henry Kuttner, C. L. Moore, Frederik Pohl, Bob Shaw, Robert Sheckley, Cordwainer Smith, and Jack Vance. Previously published as Robert Silverberg's Worlds of Wonder Praise for Science Fiction 101 ""An excellent introduction to the most important roots of modern SF."" — The Washington Post ""Offers encouragement and sound counsel . . . Anyone interested in writing science fiction and fantasy will profit from this book."" — San Francisco Examiner-Chronicle ""A virtual primer on the writing of science fiction . . . a fascinating portrait of a young man becoming a writer . . . Finally, we have the 13 stories, almost all of which are classics in the field, wonderful to reread and in some cases to encounter for the first time."" — Publishers Weekly ""A unique and successful work."" — Los Angeles Times",Fiction,https://books.google.com/books/content?id=nWYwEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
0HKKC-RJJWMC,The Year's Best Science Fiction: Twenty-Eighth Annual Collection,Gardner Dozois,"In the new millennium, what secrets lay beyond the far reaches of the universe? What mysteries belie the truths we once held to be self evident? The world of science fiction has long been a porthole into the realities of tomorrow, blurring the line between life and art. Now, in The Year's Best Science Fiction: Twenty-Eighth Annual Collection the very best SF authors explore ideas of a new world. This venerable collection of short stories brings together award winning authors and masters of the field such as Robert Reed, Alastair Reynolds, Damien Broderick, Carrie Vaughn, Ian R. MacLeod and Cory Doctorow. And with an extensive recommended reading guide and a summation of the year in science fiction, this annual compilation has become the definitive must-read anthology for all science fiction fans and readers interested in breaking into the genre.",Fiction,https://books.google.com/books/content?id=0HKKC-RJJWMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
KEwpbLITuDcC,The Year's Best Science Fiction: Twenty-Fifth Annual Collection,Gardner Dozois,"In the new millennium, what secrets lay beyond the far reaches of the universe? What mysteries belie the truths we once held to be self evident? The world of science fiction has long been a porthole into the realities of tomorrow, blurring the line between life and art. Now, in The Year's Best Science Fiction Twenty-Fifth Annual Collection the very best SF authors explore ideas of a new world. This venerable collection of short stories brings together award winning authors and masters of the field such as Robert Reed, Ian McDonald, Stephen Baxter, Michael Swanwick, Paolo Bacigalupi, Kage Baker, Walter Jon Williams, Alastair Reynolds, and Charles Stross. And with an extensive recommended reading guide and a summation of the year in science fiction, this annual compilation has become the definitive must read anthology for all science fiction fans and readers interested in breaking into the genre. ""This venerable annual’s twenty-fifth edition represents a milestone for editor Dozois. He has kept faith with the series for a quarter-century without ever shortchanging, or even showing any signs of shortchanging, readers on either quality or abundance of selections.""--Booklist",Fiction,https://books.google.com/books/content?id=KEwpbLITuDcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
ClrMCQAAQBAJ,The Year's Best Science Fiction: Thirty-Second Annual Collection,Gardner Dozois,"""The thirty-six stories in this collection imaginatively take us far across the universe, into the very core of our beings, to the realm of the gods, and the moment just after now""--Page 4 of cover.",Fiction,https://books.google.com/books/content?id=ClrMCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
t16puAAACAAJ,The Science Fiction Universe-- and Beyond,Michael Mallory,"The science fiction universe-- and beyond brings a breadth of knowledge, insight, and passion to a century of close encounters, black holes, time travel, distant planets, impossible quests, nuclear war, futuristic technology, inexplicable forces, spaceships, extraordinary monsters, and subterranean societies. Arranged chronologically, it follows the progression of sci-fi over the decades, dealing with a variety of classic films and television shows.",Science fiction films,https://books.google.com/books/content?id=t16puAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
BkuovT0r7h4C,Across the Wounded Galaxies,Larry McCaffery,"Ten writers whose works have a significant influence on the genre over the past quarter-century speak about their works, their backgrounds, and their aesthetic impulses, discussing New Wave, cyberpunk, hard vs. soft SF, and the viability of science fiction as a means of suggesting political, radical, and sexual agendas. Annotation copyrighted by Book News, Inc., Portland, OR",Language Arts & Disciplines,https://books.google.com/books/content?id=BkuovT0r7h4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
o7HDAgAAQBAJ,The Early Science Fiction of Philip K. Dick,Philip K. Dick,"This anthology presents short stories and novellas that originally appeared in pulp magazines of the early 1950s, including ""The Variable Man,"" ""Second Variety,"" ""Beyond the Door,"" ""The Defenders,"" and more.",Fiction,https://books.google.com/books/content?id=o7HDAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
RXuYGwAACAAJ,Vintage Science Fiction,Peter Haining,"A collection of stories that inspired landmark films features the work of Ray Bradbury, Arthur C. Clarke, Stephen King, Rod Serling, Isaac Asimov, and Terry Pratchett",Fiction,https://books.google.com/books/content?id=RXuYGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
wPoGdtav1DgC,The Immortals,James Gunn,"James Gunn’s masterpiece about a human fountain of youth collects the author’s classic short stories that ran in elite science-fiction magazines throughout the 1950s. What is the price for immortality? For nomad Marshall Cartwright, the price is knowing that he will never grow old. That he will never contract a disease, an infection, or even a cold. That because he will never die, he must surrender the right to live. For Dr. Russell Pearce, the price is eternal suspicion. He appreciates what synthesizing the elixir vitae from the Immortal’s genetic makeup could mean for humankind. He also fears what will happen should Cartwright’s miraculous blood fall into the wrong hands. For the wealthy and powerful, no price is too great. Immortality is now a fact rather than a dream. But the only way to achieve it is to own it exclusively. And that means hunting down and caging the elusive Cartwright, or one of his offspring.",Fiction,https://books.google.com/books/content?id=wPoGdtav1DgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
6k4IEAAAQBAJ,The Golden Age of Science Fiction,John Wade,"A detailed look at the British world of science fiction in the 1950s. John Wade grew up in the 1950s, a decade that has since been dubbed the ""golden age of science fiction."" It was a wonderful decade for the genre, but not so great for young fans. With early television broadcasts being advertised for the first time as ""unsuitable for children"" and the inescapable barrier of the ""X"" certificate in the cinema barring anyone under the age of sixteen, the author had only the radio to fall back on—and that turned out to be more fertile for the budding SF fan than might otherwise have been thought. Which is probably why, as he grew older, rediscovering those old TV broadcasts and films that had been out of bounds when he was a kid took on a lure that soon became an obsession. For him, the super-accuracy and amazing technical quality of today's science fiction films pale into insignificance beside the radio, early TV and B-picture films about people who built rockets in their back gardens and flew them to lost planets, or tales of aliens who wanted to take over, if not our entire world, then at least our bodies. This book is a personal account of John Wade's fascination with the genre across all the entertainment media in which it appeared—the sort of stuff he reveled in as a young boy—and still enjoys today. ""Not only a well–researched book grounded in hundreds of sources, but also an unmistakable labor of love."" —New York Journal of Books",Social Science,https://books.google.com/books/content?id=6k4IEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
kGYnmQEACAAJ,The Year's Best Science Fiction: Twenty-Sixth Annual Collection,Gardner Dozois,"The thirty stories in this collection imaginatively take us far across the universe, into the very core of our beings, to the realm of the gods, and the moment just after now. Included here are the works of masters of the form and of bright new talents, including: Paolo Bacigalupi, Stephen Baxter, Elizabeth Bear, Aliete de Bodard, James L. Cambias, Greg Egan, Charles Coleman Finlay, James Alan Gardner, Dominic Green, Daryl Gregory, Gwyneth Jones, Ted Kosmatka, Mary Robinette Kowal, Nancy Kress, Jay Lake, Paul McAuley, Ian McDonald, Maureen McHugh, Sarah Monette, Garth Nix, Hannu Rajaniemi, Robert Reed, Alastair Reynolds, Mary Rosenblum, Kristine Kathryn Rusch, Geoff Ryman, Karl Schroeder, Gord Sellar, and Michael Swanwick. Supplementing the stories are the editor's insightful summation of the year's events and a lengthy list of honorable mentions, making this book both a valuable resource and the single best place in the universe to find stories that stir the imagination, and the heart.",Fiction,https://books.google.com/books/content?id=kGYnmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Oj5yEAAAQBAJ,ALICIA II (English Edition),Robert Thurston,"In the not distant future the world hasn't changed so much - men and women still fall in love, laugh, and sip wine - but some have changed, some will live forever as retreads, old souls implanted surgically in the empty bodies of the young. Voss Geraghty is a retread, a retiring government researcher who has been rewarded with a new body. What he wants out of his new life is fun, sex, and adventure, what he finds is disappointment. But there's a growing radical underground that sees the inequity in a society that allows the young to die so that the old may live on... Alicia II is the undisputed science fiction masterpiece by Robert Thurston (* 28. Oktober 1936 in Lockport, New York; † 20. Oktober 2021 in Ridgefield Park, New Jersey) and was first published in 1978; Apex is publishing a new edition of this classic novel in its ENGLISH SCIENCE FICTION NOVELS series.",Fiction,https://books.google.com/books/content?id=Oj5yEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
6NEuEAAAQBAJ,Classic Science Fiction Stories,Adam Roberts,An exciting collection of short stories showcasing the very best of classic science fiction writing.,Fiction,https://books.google.com/books/content?id=6NEuEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
m-yKswEACAAJ,The Classic Science Fiction Collection,"H. G. Wells, Jules Verne",A collection of classic forty-two science fiction writings by more than twenty well known authors.,Fiction,https://books.google.com/books/content?id=m-yKswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
2O0QDQAAQBAJ,Pseudoscience and Science Fiction,Andrew May,"Aliens, flying saucers, ESP, the Bermuda Triangle, antigravity ... are we talking about science fiction or pseudoscience? Sometimes it is difficult to tell the difference. Both pseudoscience and science fiction (SF) are creative endeavours that have little in common with academic science, beyond the superficial trappings of jargon and subject matter. The most obvious difference between the two is that pseudoscience is presented as fact, not fiction. Yet like SF, and unlike real science, pseudoscience is driven by a desire to please an audience – in this case, people who “want to believe”. This has led to significant cross-fertilization between the two disciplines. SF authors often draw on “real” pseudoscientific theories to add verisimilitude to their stories, while on other occasions pseudoscience takes its cue from SF – the symbiotic relationship between ufology and Hollywood being a prime example of this. This engagingly written, well researched and richly illustrated text explores a wide range of intriguing similarities and differences between pseudoscience and the fictional science found in SF. Andrew May has a degree in Natural Sciences from Cambridge University and a PhD in astrophysics from Manchester University. After many years in academia and the private sector, he now works as a freelance writer and scientific consultant. He has written pocket biographies of Newton and Einstein, as well as contributing to a number of popular science books. He has a lifelong interest in science fiction, and has had several articles published in Fortean Times magazine",Science,https://books.google.com/books/content?id=2O0QDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
N6e4oQEACAAJ,Before Earth Came,John Russell Fearn,"BEFORE EARTH CAME launches a new series collecting the early pioneering pulp magazine novelettes of John Russell Fearn, with the first-ever reprinting of ""Before Earth Came"" and ""Subconscious."" Both stories abound with unbridled imagination and a sense of wonder, examples of the pioneering stories being written in SF more than 80 years ago. In ""Before Earth Came"" Fearn's storyline of how alien scientists, facing the imminent utter destruction of their planet, seek to preserve their heritage by sending it to Earth, was later copied by the creators of Superman. And ""Subconscious"" was one of the very first SF stories to utilize the theory of Charles Fort that ""We are Property!.."".a theme that has echoed down science fiction ever since!",Fiction,https://books.google.com/books/content?id=N6e4oQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
R2DAAAAACAAJ,2041,Jane Yolen,"Twelve fictional stories about school life, fads, inventions, and cultural activities in the future by such authors as Connie Willis, Peg Kerr, and Bruce Coville.","Children's stories, American.",
qyvmEAAAQBAJ,The Greatest Science Fiction Novels & Stories by H. G. Wells,H. G. Wells,"H. G. Wells' ""The Greatest Science Fiction Novels & Stories"" is a compelling compilation that showcases the pioneering brilliance of one of the genre's founding figures. The anthology features a selection of his most esteemed works, illustrating Wells' remarkable ability to weave complex narratives that merge scientific innovation with profound social commentary. His distinctive literary style, characterized by accessible prose and vivid imagination, reflects the Victorian era's rampant curiosity about science and its ethical implications, thus capturing the zeitgeist of the late 19th and early 20th centuries. Through riveting tales such as ""The War of the Worlds"" and ""The Time Machine,"" Wells not only entertains but invites readers to reflect on themes of progress, dystopia, and the human condition. Wells, often dubbed the 'father of science fiction,' was greatly influenced by his background in science and education, as well as his keen awareness of societal issues stemming from rapid industrialization. His literary journey was marked by an innate desire to provoke thought and debate, which is evident in this anthology. Having witnessed the terrors of war and societal upheaval, he utilized fiction as a vehicle for exploring the potential consequences of humanity's technological advancements, thus imprinting a lasting impact on the genre. This anthology is a must-read for anyone interested in not only the evolution of science fiction but also the relationship between humanity and technology. By diving into Wells' perceptive explorations, contemporary readers can gain invaluable insights into the enduring questions that resonate through the ages. The collection stands as a testament to Wells' genius and his profound understanding of the human psyche, making it essential reading for scholars, students, and enthusiasts alike. In this enriched edition, we have carefully created added value for your reading experience: - A comprehensive Introduction outlines these selected works' unifying features, themes, or stylistic evolutions. - The Author Biography highlights personal milestones and literary influences that shape the entire body of writing. - A Historical Context section situates the works in their broader era—social currents, cultural trends, and key events that underpin their creation. - A concise Synopsis (Selection) offers an accessible overview of the included texts, helping readers navigate plotlines and main ideas without revealing critical twists. - A unified Analysis examines recurring motifs and stylistic hallmarks across the collection, tying the stories together while spotlighting the different work's strengths. - Reflection questions inspire deeper contemplation of the author's overarching message, inviting readers to draw connections among different texts and relate them to modern contexts. - Lastly, our hand‐picked Memorable Quotes distill pivotal lines and turning points, serving as touchstones for the collection's central themes.",Fiction,https://books.google.com/books/content?id=qyvmEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
EdQIzgEACAAJ,Olympus,Fred J. Lauver,"Centuries after Earth's apocalypse, Adam and the Moon city of Olympus have one mission-save humanity from extinction.Generations after a climatic apocalypse annihilated life on Earth, Adam and the surviving 525,000 human descendants live contained in an egalitarian society on the Moon. The Lunar Council controls every facet of life and demands the inhabitants devote every waking moment to securing the survival of man.When a toxic shroud covers the Earth, the Council and his father put the fate of Olympus, and the other six domed cities, on Adam's shoulder. With no guarantee of survival, Adam and his assigned mate must descend from Olympus on a one-way mission to the planet's surface. On land, they must survive Earth's gravity, which differs from living on the Moon. If he succeeds, more Lunarians will follow to repopulate the Earth and give humanity a second chance.Adam's restless dream to end civilization's exile comes with a bittersweet price-he must leave behind family and the woman he loves forever.",,https://books.google.com/books/content?id=EdQIzgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
sgpoHQAACAAJ,The Norton Book of Science Fiction,"Ursula K. Le Guin, Brian Attebery","A collection of sixty-seven contemporary American science fiction writers includes contributions by Poul Anderson, Margaret Atwood, Octavia Butler, Samuel R. Delany, and Philip K. Dick. Tour.",Fiction,https://books.google.com/books/content?id=sgpoHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
c341MQAACAAJ,The Science Fiction,Herbert George Wells,"A collection of four great novels in one book- The Time Machine, The Island Doctor Moreau,The War of The Worlds and The First Men In The Moon.","Science fiction, English",
zJaCEAAAQBAJ,The White Invaders,Raymond King Cummings,"Raymond King Cummings' 'The White Invaders' stands as a hallmark of early science fiction, embodying the genre's burgeoning exploration of space and time with a gripping narrative that delves into the thrilling confrontation between Earth and a spectral extraterrestrial threat. Cummings' style is starkly evocative, adeptly weaving technical imaginings rooted in the science of his era with the broad, suspenseful strokes of cosmic horror. This carefully crafted narrative not only encapsulates the literary style of pulp science fiction but also serves as a vivid time capsule for the social and scientific anxieties of the early 20th century, offering a glimpse into the contemporary zeitgeist through its allegorical content. DigiCat Publishing's edition ensures this seminal work continues to resonate with the necessary clarity and fidelity to the original text, framing it within the larger oeuvre of world literature. Raymond King Cummings, an American author predominant in the early to mid-20th century, forged a prolific career by tapping the depths of speculative fiction. His writings, deeply influenced by the transformative technological landscapes and innovative possibilities of his era, reflect an imaginative foresight and a speculative zeal. 'The White Invaders' may well have been a confluence of Cummings' fascination with the unknown and his adept skill at extrapolating the future from the science of his days, producing a narrative that's as provocative as it is entertaining. Through Cummings' incisive lens, readers obtain not only a story but also a profound commentary on the expanse of human curiosity and fear. 'The White Invaders' is recommended for enthusiasts of classic science fiction and readers interested in the roots of the genre. Its enduring legacy is cemented by the notable craftsmanship of Cummings, which makes the novel an indispensable conduit into the imaginative potentialities of early speculative literature. As such, this book is an articulate invitation beckoning lovers of literature to engage with the foundational texts that paved the way for contemporary science fiction, through a story whose thematic reverberations are felt even amongst modern narratives.",Fiction,https://books.google.com/books/content?id=zJaCEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
_pxETL9JaSEC,Question Everything,S. J. Riccobono,"S. J. Riccobono has put together an intriguing collection of short stories that will take the reader through surprising twists and often humorous adventures. Whether it's high school lovers privy to the imminent arrival of sinister aliens in ""Spectator"", the handsome victim of a persistent suitor in ""Wedding"", the helpless citizens of a devious parasite in ""Bakery"", space travelers on a mission to bring home the rarest of species in ""Expedition"" or the kindness shown by a mysterious boy in ""Project"", S. J. Riccobono will fascinate you with these new exciting, original tales. If you enjoy what you read, may we suggest the science fiction novel, ""The Masters' Yard Sale"" by S. J. Riccobono, available in soft cover and electronic media.",Fiction,https://books.google.com/books/content?id=_pxETL9JaSEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
2du2fVYT8ewC,1950s Science Fiction Films and 9/11,Melvin E. Matthews,"1950s Cold War-era monsters meet 21st century terrorists: this exploration of sci-fi movies examines the similarities and differences between the political environment and popular culture of two eras. This examination and appreciation of 1950s science fiction films includes behind-the-scenes tales about their production and many quotes from those who produced and starred in the films. The author draws parallels between the Cold War fears of the 1950s and 60s and the constant ""terrorism alerts"" of the September 11th era, exploring how the politics and the psychological climate of the times influences and is reflected in this vehicle of popular culture. This book is the first of its kind, studying the pop culture genre in the wake of the September 11th tragedy. It shows that, whatever the era and whatever the challenges and crises confronting America, many entertainment themes remain the same, reflecting their respective times and the relevant issues. For instance, Godzilla, the only Fifties-era monster to remain a ""movie star"" beyond that era, could be fashioned to reflect whatever issues dominate the times, be they nuclear war in the Fifties when Godzilla originated to a Seventies Godzilla film about environmental pollution. Conceivably a Godzilla for the age of terrorism is possible. ""Them""! the 1954 atomic mutation classic, is the spiritual ancestor of the 2002 film ""Eight Legged Freaks."" The alien invaders of the Fifties signified a Russian invasion of America, while other films of the genre, such as ""Invaders from Mars,"" depicted aliens utilizing mind control to manipulate humans to commit acts of sabotage, signifying Communist enslavement. If such a film were made now, such invaders could be seen as terrorist masterminds using human slaves to commit terrorist acts. Finally, several Fifties films depicted the end of the world at a time when Americans expected a nuclear war with Russia. The immediate pre-September 11th era witnessed films presenting galactic threats to mankind's existence (""Independence Day,"" ""Deep Impact,"" ""Armageddon""), while the early 2000s witnessed the popularity of the ""Left Behind"" Christian films dramatizing the Tribulation period in the Book of Revelation.",Fiction,https://books.google.com/books/content?id=2du2fVYT8ewC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
_4zcAAAAIAAJ,Terminal Identity,Scott Bukatman,"Scott Bukatman's Terminal Identity--referring to both the site of the termination of the conventional ""subject"" and the birth of a new subjectivity constructed at the computer terminal or television screen--puts to rest any lingering doubts of the significance of science fiction in contemporary cultural studies. Demonstrating a comprehensive knowledge, both of the history of science fiction narrative from its earliest origins, and of cultural theory and philosophy, Bukatman redefines the nature of human identity in the Information Age. Drawing on a wide range of contemporary theories of the postmodern--including Fredric Jameson, Donna Haraway, and Jean Baudrillard--Bukatman begins with the proposition that Western culture is suffering a crisis brought on by advanced electronic technologies. Then in a series of chapters richly supported by analyses of literary texts, visual arts, film, video, television, comics, computer games, and graphics, Bukatman takes the reader on an odyssey that traces the postmodern subject from its current crisis, through its close encounters with technology, and finally to new self-recognition. This new ""virtual subject,"" as Bukatman defines it, situates the human and the technological as coexistent, codependent, and mutally defining. Synthesizing the most provocative theories of postmodern culture with a truly encyclopedic treatment of the relevant media, this volume sets a new standard in the study of science fiction--a category that itself may be redefined in light of this work. Bukatman not only offers the most detailed map to date of the intellectual terrain of postmodern technology studies--he arrives at new frontiers, providing a propitious launching point for further inquiries into the relationship of electronic technology and culture.",Computers,https://books.google.com/books/content?id=_4zcAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
k2p8DQAAQBAJ,Age of Wonders,David G. Hartwell,"An award-winning and pioneering science fiction editor explores the origins, history, and culture of the literary genre through a series of essays. ""Hartwell has taken his cosmic mind on a marvelous exploration of science fiction as it was, as it is, and as it may well be. I was enthralled by Age of Wonders all the way through."" —Frank Herbert, author of Dune David G. Hartwell (1941–2016) was one of science fiction's most experienced and influential editors. A winner of multiple awards in both science fiction and fantasy, he worked with many of the field's most respected writers. Like those other American art forms, jazz, comics, and rock 'n' roll, science fiction is the product of a rich and fascinating subculture. Age of Wonder is a captivating tour of the origins, history, and culture of the science fiction world, written with insight and genuine affection for this wonder-filled literature, and addressed to newcomers and longtime SF readers alike. David G. Hartwell's thoughts continue to reverberate and influence the field he helped to build, and this work will remain a core text in its history and study. ""A landmark work. Daring, imaginative, witty—it is the best commentary on the field yet written."" —Roger Zelany, creator of the Amber series",Literary Criticism,https://books.google.com/books/content?id=k2p8DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
lMqoAgAAQBAJ,"Science Fiction Film, Television, and Adaptation","J. P. Telotte, Gerald Duchovnay",The book examines the difficulty of adapting from one screen medium to another by looking at both successful and unsuccessful efforts in the area of science fiction. Those difficult efforts at moving from film to TV and from TV to film reveal much about the technologies involved and this highly technological genre as well.,History,https://books.google.com/books/content?id=lMqoAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
